dataset,rank,rank_percentile,frequency,range
diginetica,13085,30.476101742290133,16,intermediate
diginetica,13086,30.478431007174137,16,intermediate
diginetica,13087,30.480760272058138,16,intermediate
diginetica,13088,30.483089536942142,16,intermediate
diginetica,13089,30.485418801826142,16,intermediate
diginetica,13090,30.487748066710147,16,intermediate
diginetica,13091,30.490077331594147,16,intermediate
diginetica,13092,30.49240659647815,16,intermediate
diginetica,13093,30.494735861362155,16,intermediate
diginetica,13094,30.497065126246156,16,intermediate
diginetica,13095,30.49939439113016,16,intermediate
diginetica,13096,30.50172365601416,16,intermediate
diginetica,13097,30.504052920898165,16,intermediate
diginetica,13098,30.50638218578217,16,intermediate
diginetica,13099,30.50871145066617,16,intermediate
diginetica,13100,30.511040715550173,16,intermediate
diginetica,13101,30.513369980434174,16,intermediate
diginetica,13102,30.515699245318178,16,intermediate
diginetica,13103,30.51802851020218,16,intermediate
diginetica,13104,30.520357775086183,16,intermediate
diginetica,13105,30.522687039970187,16,intermediate
diginetica,13106,30.525016304854187,16,intermediate
diginetica,13107,30.52734556973819,16,intermediate
diginetica,13108,30.529674834622192,16,intermediate
diginetica,13109,30.532004099506196,16,intermediate
diginetica,13110,30.5343333643902,16,intermediate
diginetica,13111,30.5366626292742,16,intermediate
diginetica,13112,30.538991894158205,16,intermediate
diginetica,13113,30.541321159042205,16,intermediate
diginetica,13114,30.54365042392621,16,intermediate
diginetica,13115,30.54597968881021,16,intermediate
diginetica,13116,30.548308953694214,16,intermediate
diginetica,13117,30.550638218578218,16,intermediate
diginetica,13118,30.55296748346222,16,intermediate
diginetica,13119,30.555296748346223,16,intermediate
diginetica,13120,30.557626013230223,16,intermediate
diginetica,13121,30.559955278114227,16,intermediate
diginetica,13122,30.56228454299823,16,intermediate
diginetica,13123,30.564613807882232,16,intermediate
diginetica,13124,30.566943072766236,16,intermediate
diginetica,13125,30.569272337650236,16,intermediate
diginetica,13126,30.57160160253424,16,intermediate
diginetica,13127,30.57393086741824,16,intermediate
diginetica,13128,30.576260132302245,16,intermediate
diginetica,13129,30.57858939718625,16,intermediate
diginetica,13130,30.58091866207025,16,intermediate
diginetica,13131,30.583247926954254,16,intermediate
diginetica,13132,30.585577191838254,16,intermediate
diginetica,13133,30.58790645672226,16,intermediate
diginetica,13134,30.590235721606263,16,intermediate
diginetica,13135,30.592564986490263,16,intermediate
diginetica,13136,30.594894251374267,16,intermediate
diginetica,13137,30.597223516258268,16,intermediate
diginetica,13138,30.599552781142272,16,intermediate
diginetica,13139,30.601882046026272,16,intermediate
diginetica,13140,30.604211310910276,16,intermediate
diginetica,13141,30.60654057579428,16,intermediate
diginetica,13142,30.60886984067828,16,intermediate
diginetica,13143,30.611199105562285,16,intermediate
diginetica,13144,30.613528370446286,16,intermediate
diginetica,13145,30.61585763533029,16,intermediate
diginetica,13146,30.618186900214294,16,intermediate
diginetica,13147,30.620516165098294,16,intermediate
diginetica,13148,30.6228454299823,16,intermediate
diginetica,13149,30.6251746948663,16,intermediate
diginetica,13150,30.627503959750303,16,intermediate
diginetica,13151,30.629833224634304,16,intermediate
diginetica,13152,30.632162489518308,16,intermediate
diginetica,13153,30.634491754402312,16,intermediate
diginetica,13154,30.636821019286312,16,intermediate
diginetica,13155,30.639150284170316,16,intermediate
diginetica,13156,30.641479549054317,16,intermediate
diginetica,13157,30.64380881393832,16,intermediate
diginetica,13158,30.646138078822325,16,intermediate
diginetica,13159,30.648467343706326,16,intermediate
diginetica,13160,30.65079660859033,16,intermediate
diginetica,13161,30.65312587347433,16,intermediate
diginetica,13162,30.655455138358334,16,intermediate
diginetica,13163,30.657784403242335,16,intermediate
diginetica,13164,30.66011366812634,16,intermediate
diginetica,13165,30.662442933010343,16,intermediate
diginetica,13166,30.664772197894344,16,intermediate
diginetica,13167,30.667101462778348,16,intermediate
diginetica,13168,30.66943072766235,16,intermediate
diginetica,13169,30.671759992546352,16,intermediate
diginetica,13170,30.674089257430357,16,intermediate
diginetica,13171,30.676418522314357,16,intermediate
diginetica,13172,30.67874778719836,16,intermediate
diginetica,13173,30.68107705208236,16,intermediate
diginetica,13174,30.683406316966366,16,intermediate
diginetica,13175,30.685735581850366,16,intermediate
diginetica,13176,30.68806484673437,16,intermediate
diginetica,13177,30.690394111618374,16,intermediate
diginetica,13178,30.692723376502375,16,intermediate
diginetica,13179,30.69505264138638,16,intermediate
diginetica,13180,30.69738190627038,16,intermediate
diginetica,13181,30.699711171154384,16,intermediate
diginetica,13182,30.702040436038388,16,intermediate
diginetica,13183,30.70436970092239,16,intermediate
diginetica,13184,30.706698965806392,16,intermediate
diginetica,13185,30.709028230690393,16,intermediate
diginetica,13186,30.711357495574397,16,intermediate
diginetica,13187,30.713686760458398,16,intermediate
diginetica,13188,30.7160160253424,16,intermediate
diginetica,13189,30.718345290226406,16,intermediate
diginetica,13190,30.720674555110406,16,intermediate
diginetica,13191,30.72300381999441,16,intermediate
diginetica,13192,30.72533308487841,16,intermediate
diginetica,13193,30.727662349762415,16,intermediate
diginetica,13194,30.72999161464642,16,intermediate
diginetica,13195,30.73232087953042,16,intermediate
diginetica,13196,30.734650144414424,16,intermediate
diginetica,13197,30.736979409298424,16,intermediate
diginetica,13198,30.73930867418243,16,intermediate
diginetica,13199,30.74163793906643,16,intermediate
diginetica,13200,30.743967203950433,16,intermediate
diginetica,13201,30.746296468834437,16,intermediate
diginetica,13202,30.748625733718438,16,intermediate
diginetica,13203,30.75095499860244,16,intermediate
diginetica,13204,30.753284263486442,16,intermediate
diginetica,13205,30.755613528370446,16,intermediate
diginetica,13206,30.75794279325445,16,intermediate
diginetica,13207,30.76027205813845,16,intermediate
diginetica,13208,30.762601323022455,16,intermediate
diginetica,13209,30.764930587906456,16,intermediate
diginetica,13210,30.76725985279046,16,intermediate
diginetica,13211,30.76958911767446,16,intermediate
diginetica,13212,30.771918382558464,16,intermediate
diginetica,13213,30.77424764744247,16,intermediate
diginetica,13214,30.77657691232647,16,intermediate
diginetica,13215,30.778906177210473,16,intermediate
diginetica,13216,30.781235442094474,16,intermediate
diginetica,13217,30.783564706978478,16,intermediate
diginetica,13218,30.785893971862482,16,intermediate
diginetica,13219,30.788223236746482,16,intermediate
diginetica,13220,30.790552501630486,16,intermediate
diginetica,13221,30.792881766514487,16,intermediate
diginetica,13222,30.79521103139849,16,intermediate
diginetica,13223,30.79754029628249,16,intermediate
diginetica,13224,30.799869561166496,16,intermediate
diginetica,13225,30.8021988260505,16,intermediate
diginetica,13226,30.8045280909345,16,intermediate
diginetica,13227,30.806857355818504,16,intermediate
diginetica,13228,30.809186620702505,16,intermediate
diginetica,13229,30.81151588558651,16,intermediate
diginetica,13230,30.813845150470513,16,intermediate
diginetica,13231,30.816174415354514,16,intermediate
diginetica,13232,30.818503680238518,16,intermediate
diginetica,13233,30.82083294512252,16,intermediate
diginetica,13234,30.823162210006522,16,intermediate
diginetica,13235,30.825491474890523,16,intermediate
diginetica,13236,30.827820739774527,16,intermediate
diginetica,13237,30.83015000465853,16,intermediate
diginetica,13238,30.83247926954253,16,intermediate
diginetica,13239,30.834808534426536,16,intermediate
diginetica,13240,30.837137799310536,16,intermediate
diginetica,13241,30.83946706419454,16,intermediate
diginetica,13242,30.841796329078544,16,intermediate
diginetica,13243,30.844125593962545,16,intermediate
diginetica,13244,30.84645485884655,16,intermediate
diginetica,13245,30.84878412373055,16,intermediate
diginetica,13246,30.851113388614554,16,intermediate
diginetica,13247,30.853442653498554,16,intermediate
diginetica,13248,30.85577191838256,16,intermediate
diginetica,13249,30.858101183266562,16,intermediate
diginetica,13250,30.860430448150563,16,intermediate
diginetica,13251,30.862759713034567,16,intermediate
diginetica,13252,30.865088977918568,16,intermediate
diginetica,13253,30.86741824280257,16,intermediate
diginetica,13254,30.869747507686576,16,intermediate
diginetica,13255,30.872076772570576,16,intermediate
diginetica,13256,30.87440603745458,16,intermediate
diginetica,13257,30.87673530233858,16,intermediate
diginetica,13258,30.879064567222585,16,intermediate
diginetica,13259,30.881393832106586,16,intermediate
diginetica,13260,30.88372309699059,16,intermediate
diginetica,13261,30.886052361874594,16,intermediate
diginetica,13262,30.888381626758594,16,intermediate
diginetica,13263,30.8907108916426,16,intermediate
diginetica,13264,30.8930401565266,16,intermediate
diginetica,13265,30.895369421410603,16,intermediate
diginetica,13266,30.897698686294607,16,intermediate
diginetica,13267,30.900027951178608,16,intermediate
diginetica,13268,30.90235721606261,16,intermediate
diginetica,13269,30.904686480946612,16,intermediate
diginetica,13270,30.907015745830616,16,intermediate
diginetica,13271,30.909345010714617,16,intermediate
diginetica,13272,30.91167427559862,16,intermediate
diginetica,13273,30.914003540482625,16,intermediate
diginetica,13274,30.916332805366626,16,intermediate
diginetica,13275,30.91866207025063,16,intermediate
diginetica,13276,30.92099133513463,16,intermediate
diginetica,13277,30.923320600018634,16,intermediate
diginetica,13278,30.92564986490264,16,intermediate
diginetica,13279,30.92797912978664,16,intermediate
diginetica,13280,30.930308394670643,16,intermediate
diginetica,13281,30.932637659554644,16,intermediate
diginetica,13282,30.934966924438648,16,intermediate
diginetica,13283,30.937296189322648,16,intermediate
diginetica,13284,30.939625454206652,16,intermediate
diginetica,13285,30.941954719090656,16,intermediate
diginetica,13286,30.944283983974657,16,intermediate
diginetica,13287,30.94661324885866,16,intermediate
diginetica,13288,30.94894251374266,16,intermediate
diginetica,13289,30.951271778626666,16,intermediate
diginetica,13290,30.95360104351067,16,intermediate
diginetica,13291,30.95593030839467,16,intermediate
diginetica,13292,30.958259573278674,16,intermediate
diginetica,13293,30.960588838162675,16,intermediate
diginetica,13294,30.96291810304668,16,intermediate
diginetica,13295,30.96524736793068,16,intermediate
diginetica,13296,30.967576632814684,16,intermediate
diginetica,13297,30.969905897698688,16,intermediate
diginetica,13298,30.972235162582688,16,intermediate
diginetica,13299,30.974564427466692,16,intermediate
diginetica,13300,30.976893692350693,16,intermediate
diginetica,13301,30.979222957234697,16,intermediate
diginetica,13302,30.9815522221187,16,intermediate
diginetica,13303,30.9838814870027,16,intermediate
diginetica,13304,30.986210751886706,16,intermediate
diginetica,13305,30.988540016770706,16,intermediate
diginetica,13306,30.99086928165471,16,intermediate
diginetica,13307,30.99319854653871,16,intermediate
diginetica,13308,30.995527811422715,16,intermediate
diginetica,13309,30.99785707630672,16,intermediate
diginetica,13310,31.00018634119072,16,intermediate
diginetica,13311,31.002515606074724,16,intermediate
diginetica,13312,31.004844870958724,16,intermediate
diginetica,13313,31.007174135842728,16,intermediate
diginetica,13314,31.009503400726732,16,intermediate
diginetica,13315,31.011832665610733,16,intermediate
diginetica,13316,31.014161930494737,16,intermediate
diginetica,13317,31.016491195378737,16,intermediate
diginetica,13318,31.01882046026274,16,intermediate
diginetica,13319,31.021149725146742,16,intermediate
diginetica,13320,31.023478990030746,16,intermediate
diginetica,13321,31.02580825491475,16,intermediate
diginetica,13322,31.02813751979875,16,intermediate
diginetica,13323,31.030466784682755,16,intermediate
diginetica,13324,31.032796049566755,16,intermediate
diginetica,13325,31.03512531445076,16,intermediate
diginetica,13326,31.037454579334764,16,intermediate
diginetica,13327,31.039783844218764,16,intermediate
diginetica,13328,31.042113109102768,16,intermediate
diginetica,13329,31.04444237398677,16,intermediate
diginetica,13330,31.046771638870773,16,intermediate
diginetica,13331,31.049100903754773,16,intermediate
diginetica,13332,31.051430168638777,16,intermediate
diginetica,13333,31.05375943352278,16,intermediate
diginetica,13334,31.056088698406782,16,intermediate
diginetica,13335,31.058417963290786,16,intermediate
diginetica,13336,31.060747228174787,16,intermediate
diginetica,13337,31.06307649305879,16,intermediate
diginetica,13338,31.065405757942795,16,intermediate
diginetica,13339,31.067735022826795,16,intermediate
diginetica,13340,31.0700642877108,16,intermediate
diginetica,13341,31.0723935525948,16,intermediate
diginetica,13342,31.074722817478804,16,intermediate
diginetica,13343,31.077052082362805,16,intermediate
diginetica,13344,31.07938134724681,16,intermediate
diginetica,13345,31.081710612130813,16,intermediate
diginetica,13346,31.084039877014813,16,intermediate
diginetica,13347,31.086369141898818,16,intermediate
diginetica,13348,31.088698406782818,16,intermediate
diginetica,13349,31.091027671666822,16,intermediate
diginetica,13350,31.093356936550826,16,intermediate
diginetica,13351,31.095686201434827,16,intermediate
diginetica,13352,31.09801546631883,16,intermediate
diginetica,13353,31.10034473120283,16,intermediate
diginetica,13354,31.102673996086835,16,intermediate
diginetica,13355,31.105003260970836,16,intermediate
diginetica,13356,31.10733252585484,16,intermediate
diginetica,13357,31.109661790738844,16,intermediate
diginetica,13358,31.111991055622845,16,intermediate
diginetica,13359,31.11432032050685,16,intermediate
diginetica,13360,31.11664958539085,16,intermediate
diginetica,13361,31.118978850274853,16,intermediate
diginetica,13362,31.121308115158858,16,intermediate
diginetica,13363,31.123637380042858,16,intermediate
diginetica,13364,31.125966644926862,16,intermediate
diginetica,13365,31.128295909810863,16,intermediate
diginetica,13366,31.130625174694867,16,intermediate
diginetica,13367,31.132954439578867,16,intermediate
diginetica,13368,31.13528370446287,16,intermediate
diginetica,13369,31.137612969346876,16,intermediate
diginetica,13370,31.139942234230876,16,intermediate
diginetica,13371,31.14227149911488,16,intermediate
diginetica,13372,31.14460076399888,16,intermediate
diginetica,13373,31.146930028882885,16,intermediate
diginetica,13374,31.14925929376689,16,intermediate
diginetica,13375,31.15158855865089,16,intermediate
diginetica,13376,31.153917823534893,16,intermediate
diginetica,13377,31.156247088418894,16,intermediate
diginetica,13378,31.158576353302898,16,intermediate
diginetica,13379,31.1609056181869,16,intermediate
diginetica,13380,31.163234883070903,16,intermediate
diginetica,13381,31.165564147954907,16,intermediate
diginetica,13382,31.167893412838907,16,intermediate
diginetica,13383,31.17022267772291,16,intermediate
diginetica,13384,31.172551942606912,16,intermediate
diginetica,13385,31.174881207490916,16,intermediate
diginetica,13386,31.17721047237492,16,intermediate
diginetica,13387,31.17953973725892,16,intermediate
diginetica,13388,31.181869002142925,16,intermediate
diginetica,13389,31.184198267026925,16,intermediate
diginetica,13390,31.18652753191093,16,intermediate
diginetica,13391,31.18885679679493,16,intermediate
diginetica,13392,31.191186061678934,16,intermediate
diginetica,13393,31.193515326562938,16,intermediate
diginetica,13394,31.19584459144694,16,intermediate
diginetica,13395,31.198173856330943,16,intermediate
diginetica,13396,31.200503121214943,16,intermediate
diginetica,13397,31.202832386098947,16,intermediate
diginetica,13398,31.20516165098295,16,intermediate
diginetica,13399,31.207490915866952,16,intermediate
diginetica,13400,31.209820180750956,15,intermediate
diginetica,13401,31.212149445634957,15,intermediate
diginetica,13402,31.21447871051896,15,intermediate
diginetica,13403,31.21680797540296,15,intermediate
diginetica,13404,31.219137240286965,15,intermediate
diginetica,13405,31.22146650517097,15,intermediate
diginetica,13406,31.22379577005497,15,intermediate
diginetica,13407,31.226125034938974,15,intermediate
diginetica,13408,31.228454299822975,15,intermediate
diginetica,13409,31.23078356470698,15,intermediate
diginetica,13410,31.233112829590983,15,intermediate
diginetica,13411,31.235442094474983,15,intermediate
diginetica,13412,31.237771359358987,15,intermediate
diginetica,13413,31.240100624242988,15,intermediate
diginetica,13414,31.242429889126992,15,intermediate
diginetica,13415,31.244759154010993,15,intermediate
diginetica,13416,31.247088418894997,15,intermediate
diginetica,13417,31.249417683779,15,intermediate
diginetica,13418,31.251746948663,15,intermediate
diginetica,13419,31.254076213547005,15,intermediate
diginetica,13420,31.256405478431006,15,intermediate
diginetica,13421,31.25873474331501,15,intermediate
diginetica,13422,31.261064008199014,15,intermediate
diginetica,13423,31.263393273083015,15,intermediate
diginetica,13424,31.26572253796702,15,intermediate
diginetica,13425,31.26805180285102,15,intermediate
diginetica,13426,31.270381067735023,15,intermediate
diginetica,13427,31.272710332619024,15,intermediate
diginetica,13428,31.275039597503028,15,intermediate
diginetica,13429,31.277368862387032,15,intermediate
diginetica,13430,31.279698127271033,15,intermediate
diginetica,13431,31.282027392155037,15,intermediate
diginetica,13432,31.284356657039037,15,intermediate
diginetica,13433,31.28668592192304,15,intermediate
diginetica,13434,31.289015186807045,15,intermediate
diginetica,13435,31.291344451691046,15,intermediate
diginetica,13436,31.29367371657505,15,intermediate
diginetica,13437,31.29600298145905,15,intermediate
diginetica,13438,31.298332246343055,15,intermediate
diginetica,13439,31.300661511227055,15,intermediate
diginetica,13440,31.30299077611106,15,intermediate
diginetica,13441,31.305320040995063,15,intermediate
diginetica,13442,31.307649305879064,15,intermediate
diginetica,13443,31.309978570763068,15,intermediate
diginetica,13444,31.31230783564707,15,intermediate
diginetica,13445,31.314637100531073,15,intermediate
diginetica,13446,31.316966365415077,15,intermediate
diginetica,13447,31.319295630299077,15,intermediate
diginetica,13448,31.32162489518308,15,intermediate
diginetica,13449,31.323954160067082,15,intermediate
diginetica,13450,31.326283424951086,15,intermediate
diginetica,13451,31.328612689835087,15,intermediate
diginetica,13452,31.33094195471909,15,intermediate
diginetica,13453,31.333271219603095,15,intermediate
diginetica,13454,31.335600484487095,15,intermediate
diginetica,13455,31.3379297493711,15,intermediate
diginetica,13456,31.3402590142551,15,intermediate
diginetica,13457,31.342588279139104,15,intermediate
diginetica,13458,31.344917544023108,15,intermediate
diginetica,13459,31.34724680890711,15,intermediate
diginetica,13460,31.349576073791113,15,intermediate
diginetica,13461,31.351905338675113,15,intermediate
diginetica,13462,31.354234603559117,15,intermediate
diginetica,13463,31.356563868443118,15,intermediate
diginetica,13464,31.358893133327122,15,intermediate
diginetica,13465,31.361222398211126,15,intermediate
diginetica,13466,31.363551663095127,15,intermediate
diginetica,13467,31.36588092797913,15,intermediate
diginetica,13468,31.36821019286313,15,intermediate
diginetica,13469,31.370539457747135,15,intermediate
diginetica,13470,31.37286872263114,15,intermediate
diginetica,13471,31.37519798751514,15,intermediate
diginetica,13472,31.377527252399144,15,intermediate
diginetica,13473,31.379856517283145,15,intermediate
diginetica,13474,31.38218578216715,15,intermediate
diginetica,13475,31.38451504705115,15,intermediate
diginetica,13476,31.386844311935153,15,intermediate
diginetica,13477,31.389173576819157,15,intermediate
diginetica,13478,31.391502841703158,15,intermediate
diginetica,13479,31.393832106587162,15,intermediate
diginetica,13480,31.396161371471162,15,intermediate
diginetica,13481,31.398490636355167,15,intermediate
diginetica,13482,31.40081990123917,15,intermediate
diginetica,13483,31.40314916612317,15,intermediate
diginetica,13484,31.405478431007175,15,intermediate
diginetica,13485,31.407807695891176,15,intermediate
diginetica,13486,31.41013696077518,15,intermediate
diginetica,13487,31.41246622565918,15,intermediate
diginetica,13488,31.414795490543185,15,intermediate
diginetica,13489,31.41712475542719,15,intermediate
diginetica,13490,31.41945402031119,15,intermediate
diginetica,13491,31.421783285195193,15,intermediate
diginetica,13492,31.424112550079194,15,intermediate
diginetica,13493,31.426441814963198,15,intermediate
diginetica,13494,31.428771079847202,15,intermediate
diginetica,13495,31.431100344731203,15,intermediate
diginetica,13496,31.433429609615207,15,intermediate
diginetica,13497,31.435758874499207,15,intermediate
diginetica,13498,31.43808813938321,15,intermediate
diginetica,13499,31.44041740426721,15,intermediate
diginetica,13500,31.442746669151216,15,intermediate
diginetica,13501,31.44507593403522,15,intermediate
diginetica,13502,31.44740519891922,15,intermediate
diginetica,13503,31.449734463803225,15,intermediate
diginetica,13504,31.452063728687225,15,intermediate
diginetica,13505,31.45439299357123,15,intermediate
diginetica,13506,31.456722258455233,15,intermediate
diginetica,13507,31.459051523339234,15,intermediate
diginetica,13508,31.461380788223238,15,intermediate
diginetica,13509,31.46371005310724,15,intermediate
diginetica,13510,31.466039317991243,15,intermediate
diginetica,13511,31.468368582875243,15,intermediate
diginetica,13512,31.470697847759247,15,intermediate
diginetica,13513,31.47302711264325,15,intermediate
diginetica,13514,31.475356377527252,15,intermediate
diginetica,13515,31.477685642411256,15,intermediate
diginetica,13516,31.480014907295256,15,intermediate
diginetica,13517,31.48234417217926,15,intermediate
diginetica,13518,31.484673437063265,15,intermediate
diginetica,13519,31.487002701947265,15,intermediate
diginetica,13520,31.48933196683127,15,intermediate
diginetica,13521,31.49166123171527,15,intermediate
diginetica,13522,31.493990496599274,15,intermediate
diginetica,13523,31.496319761483274,15,intermediate
diginetica,13524,31.49864902636728,15,intermediate
diginetica,13525,31.500978291251283,15,intermediate
diginetica,13526,31.503307556135283,15,intermediate
diginetica,13527,31.505636821019287,15,intermediate
diginetica,13528,31.507966085903288,15,intermediate
diginetica,13529,31.510295350787292,15,intermediate
diginetica,13530,31.512624615671296,15,intermediate
diginetica,13531,31.514953880555296,15,intermediate
diginetica,13532,31.5172831454393,15,intermediate
diginetica,13533,31.5196124103233,15,intermediate
diginetica,13534,31.521941675207305,15,intermediate
diginetica,13535,31.524270940091306,15,intermediate
diginetica,13536,31.52660020497531,15,intermediate
diginetica,13537,31.528929469859314,15,intermediate
diginetica,13538,31.531258734743314,15,intermediate
diginetica,13539,31.53358799962732,15,intermediate
diginetica,13540,31.53591726451132,15,intermediate
diginetica,13541,31.538246529395323,15,intermediate
diginetica,13542,31.540575794279324,15,intermediate
diginetica,13543,31.542905059163328,15,intermediate
diginetica,13544,31.545234324047332,15,intermediate
diginetica,13545,31.547563588931332,15,intermediate
diginetica,13546,31.549892853815336,15,intermediate
diginetica,13547,31.552222118699337,15,intermediate
diginetica,13548,31.55455138358334,15,intermediate
diginetica,13549,31.556880648467345,15,intermediate
diginetica,13550,31.559209913351346,15,intermediate
diginetica,13551,31.56153917823535,15,intermediate
diginetica,13552,31.56386844311935,15,intermediate
diginetica,13553,31.566197708003354,15,intermediate
diginetica,13554,31.568526972887355,15,intermediate
diginetica,13555,31.57085623777136,15,intermediate
diginetica,13556,31.573185502655363,15,intermediate
diginetica,13557,31.575514767539364,15,intermediate
diginetica,13558,31.577844032423368,15,intermediate
diginetica,13559,31.58017329730737,15,intermediate
diginetica,13560,31.582502562191372,15,intermediate
diginetica,13561,31.584831827075377,15,intermediate
diginetica,13562,31.587161091959377,15,intermediate
diginetica,13563,31.58949035684338,15,intermediate
diginetica,13564,31.59181962172738,15,intermediate
diginetica,13565,31.594148886611386,15,intermediate
diginetica,13566,31.596478151495386,15,intermediate
diginetica,13567,31.59880741637939,15,intermediate
diginetica,13568,31.601136681263394,15,intermediate
diginetica,13569,31.603465946147395,15,intermediate
diginetica,13570,31.6057952110314,15,intermediate
diginetica,13571,31.6081244759154,15,intermediate
diginetica,13572,31.610453740799404,15,intermediate
diginetica,13573,31.612783005683408,15,intermediate
diginetica,13574,31.61511227056741,15,intermediate
diginetica,13575,31.617441535451412,15,intermediate
diginetica,13576,31.619770800335413,15,intermediate
diginetica,13577,31.622100065219417,15,intermediate
diginetica,13578,31.624429330103418,15,intermediate
diginetica,13579,31.62675859498742,15,intermediate
diginetica,13580,31.629087859871426,15,intermediate
diginetica,13581,31.631417124755426,15,intermediate
diginetica,13582,31.63374638963943,15,intermediate
diginetica,13583,31.63607565452343,15,intermediate
diginetica,13584,31.638404919407435,15,intermediate
diginetica,13585,31.64073418429144,15,intermediate
diginetica,13586,31.64306344917544,15,intermediate
diginetica,13587,31.645392714059444,15,intermediate
diginetica,13588,31.647721978943444,15,intermediate
diginetica,13589,31.65005124382745,15,intermediate
diginetica,13590,31.65238050871145,15,intermediate
diginetica,13591,31.654709773595453,15,intermediate
diginetica,13592,31.657039038479457,15,intermediate
diginetica,13593,31.659368303363458,15,intermediate
diginetica,13594,31.66169756824746,15,intermediate
diginetica,13595,31.664026833131462,15,intermediate
diginetica,13596,31.666356098015466,15,intermediate
diginetica,13597,31.66868536289947,15,intermediate
diginetica,13598,31.67101462778347,15,intermediate
diginetica,13599,31.673343892667475,15,intermediate
diginetica,13600,31.675673157551476,15,intermediate
diginetica,13601,31.67800242243548,15,intermediate
diginetica,13602,31.68033168731948,15,intermediate
diginetica,13603,31.682660952203484,15,intermediate
diginetica,13604,31.68499021708749,15,intermediate
diginetica,13605,31.68731948197149,15,intermediate
diginetica,13606,31.689648746855493,15,intermediate
diginetica,13607,31.691978011739494,15,intermediate
diginetica,13608,31.694307276623498,15,intermediate
diginetica,13609,31.6966365415075,15,intermediate
diginetica,13610,31.698965806391502,15,intermediate
diginetica,13611,31.701295071275506,15,intermediate
diginetica,13612,31.703624336159507,15,intermediate
diginetica,13613,31.70595360104351,15,intermediate
diginetica,13614,31.70828286592751,15,intermediate
diginetica,13615,31.710612130811516,15,intermediate
diginetica,13616,31.71294139569552,15,intermediate
diginetica,13617,31.71527066057952,15,intermediate
diginetica,13618,31.717599925463524,15,intermediate
diginetica,13619,31.719929190347525,15,intermediate
diginetica,13620,31.72225845523153,15,intermediate
diginetica,13621,31.724587720115533,15,intermediate
diginetica,13622,31.726916984999534,15,intermediate
diginetica,13623,31.729246249883538,15,intermediate
diginetica,13624,31.73157551476754,15,intermediate
diginetica,13625,31.733904779651542,15,intermediate
diginetica,13626,31.736234044535543,15,intermediate
diginetica,13627,31.738563309419547,15,intermediate
diginetica,13628,31.74089257430355,15,intermediate
diginetica,13629,31.74322183918755,15,intermediate
diginetica,13630,31.745551104071556,15,intermediate
diginetica,13631,31.747880368955556,15,intermediate
diginetica,13632,31.75020963383956,15,intermediate
diginetica,13633,31.752538898723564,15,intermediate
diginetica,13634,31.754868163607565,15,intermediate
diginetica,13635,31.75719742849157,15,intermediate
diginetica,13636,31.75952669337557,15,intermediate
diginetica,13637,31.761855958259574,15,intermediate
diginetica,13638,31.764185223143574,15,intermediate
diginetica,13639,31.76651448802758,15,intermediate
diginetica,13640,31.768843752911582,15,intermediate
diginetica,13641,31.771173017795583,15,intermediate
diginetica,13642,31.773502282679587,15,intermediate
diginetica,13643,31.775831547563588,15,intermediate
diginetica,13644,31.77816081244759,15,intermediate
diginetica,13645,31.780490077331596,15,intermediate
diginetica,13646,31.782819342215596,15,intermediate
diginetica,13647,31.7851486070996,15,intermediate
diginetica,13648,31.7874778719836,15,intermediate
diginetica,13649,31.789807136867605,15,intermediate
diginetica,13650,31.792136401751605,15,intermediate
diginetica,13651,31.79446566663561,15,intermediate
diginetica,13652,31.796794931519614,15,intermediate
diginetica,13653,31.799124196403614,15,intermediate
diginetica,13654,31.80145346128762,15,intermediate
diginetica,13655,31.80378272617162,15,intermediate
diginetica,13656,31.806111991055623,15,intermediate
diginetica,13657,31.808441255939627,15,intermediate
diginetica,13658,31.810770520823628,15,intermediate
diginetica,13659,31.81309978570763,15,intermediate
diginetica,13660,31.815429050591632,15,intermediate
diginetica,13661,31.817758315475636,15,intermediate
diginetica,13662,31.820087580359637,15,intermediate
diginetica,13663,31.82241684524364,15,intermediate
diginetica,13664,31.824746110127645,15,intermediate
diginetica,13665,31.827075375011646,15,intermediate
diginetica,13666,31.82940463989565,15,intermediate
diginetica,13667,31.83173390477965,15,intermediate
diginetica,13668,31.834063169663654,15,intermediate
diginetica,13669,31.83639243454766,15,intermediate
diginetica,13670,31.83872169943166,15,intermediate
diginetica,13671,31.841050964315663,15,intermediate
diginetica,13672,31.843380229199663,15,intermediate
diginetica,13673,31.845709494083668,15,intermediate
diginetica,13674,31.848038758967668,15,intermediate
diginetica,13675,31.850368023851672,15,intermediate
diginetica,13676,31.852697288735676,15,intermediate
diginetica,13677,31.855026553619677,15,intermediate
diginetica,13678,31.85735581850368,15,intermediate
diginetica,13679,31.85968508338768,15,intermediate
diginetica,13680,31.862014348271686,15,intermediate
diginetica,13681,31.86434361315569,15,intermediate
diginetica,13682,31.86667287803969,15,intermediate
diginetica,13683,31.869002142923694,15,intermediate
diginetica,13684,31.871331407807695,15,intermediate
diginetica,13685,31.8736606726917,15,intermediate
diginetica,13686,31.8759899375757,15,intermediate
diginetica,13687,31.878319202459704,15,intermediate
diginetica,13688,31.880648467343708,15,intermediate
diginetica,13689,31.882977732227708,15,intermediate
diginetica,13690,31.885306997111712,15,intermediate
diginetica,13691,31.887636261995713,15,intermediate
